,umap_1,umap_2,paul15_clusters,state
W38292,4.4066086,4.4375615,5Ery,
W38293,6.3922496,5.247367,4Ery,
W38294,-8.001195,9.858656,15Mo,
W38295,-6.1619773,7.562597,13Baso,
W38296,-5.8739777,8.339881,15Mo,
W38297,-5.843042,8.333148,13Baso,
W38298,-5.8991075,7.0934954,14Mo,
W38299,-1.595143,5.290393,12Baso,
W38300,-6.5175962,10.555272,16Neu,
W38301,-2.803208,5.963777,13Baso,
W38302,4.1416564,5.067972,6Ery,
W38303,-6.4949684,9.900001,15Mo,
W38304,6.430773,4.879394,4Ery,
W38305,-7.3803782,9.218515,14Mo,
W38306,-4.299508,6.813457,13Baso,
W38307,-7.2041016,10.152254,15Mo,
W38308,6.669316,5.0827584,3Ery,
W38309,-1.2359186,6.6928086,10GMP,
W38310,-5.2065935,6.916096,13Baso,
W38311,7.836204,4.042145,4Ery,
W38313,0.25017273,6.1382704,8Mk,
W38314,6.914122,4.807386,3Ery,
W38315,-5.3905797,7.923544,14Mo,
W38316,-5.11755,8.412923,15Mo,
W38318,-6.079629,9.606661,16Neu,
W38319,-7.1380205,9.170603,15Mo,
W38320,-5.459183,5.740318,9GMP,
W38321,-5.982556,11.384484,16Neu,
W38322,-2.482403,7.6450787,12Baso,
W38323,-1.0704124,5.240393,10GMP,
W38324,-7.2100616,9.058133,14Mo,
W38326,-7.1994987,8.640307,14Mo,
W38327,-6.071008,8.791444,14Mo,
W38328,2.6289895,4.961383,7MEP,
W38329,-7.9050245,8.398871,15Mo,
W38330,-2.039086,6.700344,17Neu,
W38331,7.876558,5.0936236,2Ery,
W38332,-6.58898,9.661654,14Mo,
W38333,-5.489246,7.8586636,14Mo,
W38334,6.969076,3.306329,4Ery,
W38335,3.445842,5.268938,6Ery,
W38336,-8.4550905,10.367347,15Mo,15Mo
W38337,7.1954603,6.3378577,2Ery,
W38338,7.230545,5.1508784,2Ery,
W38339,3.7857485,5.886061,5Ery,
W38340,6.1497087,6.9329333,2Ery,
W38341,6.3931475,7.0828314,2Ery,
W38342,-5.64009,8.736523,14Mo,
W38343,7.175147,5.760378,2Ery,
W38344,-7.098807,7.697711,14Mo,
W38345,-6.2558513,8.474103,15Mo,
W38346,4.906084,4.783162,5Ery,
W38347,2.375197,5.248579,6Ery,
W38348,-3.3095999,6.247503,13Baso,
W38349,0.4839796,4.559941,6Ery,
W38350,-4.6797624,7.856265,13Baso,
W38351,3.422826,5.0352397,5Ery,
W38352,-8.1461315,7.510088,15Mo,
W38353,6.0596657,5.8578057,3Ery,
W38354,-2.7695165,6.860273,10GMP,
W38355,6.159834,6.6628466,2Ery,
W38356,-5.5553384,8.191482,14Mo,
W38357,5.702641,5.437189,2Ery,
W38358,-3.102957,7.6373534,14Mo,
W38359,6.937449,6.022282,2Ery,
W38360,9.051765,4.8159456,2Ery,
W38361,7.3709087,6.0496955,2Ery,
W38362,5.8154006,5.2097673,5Ery,
W38363,-6.120133,8.432777,14Mo,
W38364,7.410411,7.4927645,1Ery,
W38365,6.197847,5.396748,5Ery,
W38366,6.551988,6.3831334,4Ery,
W38367,7.370514,6.7519064,2Ery,
W38368,-3.5769625,6.5580564,10GMP,
W38369,5.6156654,5.5379343,2Ery,
W38370,5.7769747,7.004889,2Ery,
W38372,-0.0270879,3.9589877,7MEP,
W38373,7.4040055,7.521813,2Ery,
W38374,-1.2263083,4.677429,7MEP,
W38375,8.742012,7.0210514,1Ery,
W38376,0.013290556,6.961427,7MEP,
W38377,-2.19874,5.298212,9GMP,
W38379,6.8457513,6.4025927,2Ery,
W38380,-1.3466673,4.88926,17Neu,
W38381,-5.14788,7.3457446,14Mo,
W38382,-7.236692,7.534674,14Mo,
W38383,-7.6465874,7.1068106,13Baso,
W38384,-0.21643642,4.1951437,7MEP,
W38385,-5.901746,11.031288,16Neu,
W38386,6.6431274,6.2955317,2Ery,
W38387,6.794402,6.639831,2Ery,
W38388,-0.667892,4.45577,7MEP,
W38389,2.496601,5.6321206,6Ery,
W38390,-7.369084,7.8844438,14Mo,
W38391,7.158802,4.138906,4Ery,
W38392,1.5175222,4.824053,6Ery,
W38393,8.565838,5.150311,2Ery,
W38394,6.916104,5.492919,4Ery,
W38395,8.62795,5.4314713,1Ery,
W38396,5.0358906,5.660339,5Ery,
W38397,-2.6309185,3.6381252,19Lymph,19Lymph
W38398,-0.9052957,6.4550557,8Mk,
W38399,6.193544,5.3907056,4Ery,
W38400,1.7190112,4.8399134,6Ery,
W38401,-8.402943,7.1416,13Baso,
W38402,4.8541083,3.7847495,6Ery,
W38403,-8.053973,7.617172,13Baso,
W38404,-0.7134841,5.130355,7MEP,
W38405,7.9554534,2.7170632,3Ery,3Ery
W38406,8.81526,3.0941272,3Ery,3Ery
W38407,-7.520607,7.5695214,13Baso,
W38409,4.857155,3.8875928,3Ery,
W38410,-8.478725,9.487984,15Mo,
W38411,-8.071649,7.765475,14Mo,
W38412,4.7601867,4.300238,6Ery,
W38413,-4.8544064,5.736057,10GMP,
W38414,-7.966393,10.788011,16Neu,15Mo
W38415,7.1427884,3.443161,4Ery,
W38416,-7.6341157,7.4851885,14Mo,
W38417,-9.004067,7.8871927,14Mo,
W38418,-4.01181,5.869987,10GMP,
W38419,6.373458,4.5110116,3Ery,
W38420,-6.4705524,5.908318,10GMP,
W38421,-6.7782187,9.380319,14Mo,
W38422,6.9388523,2.885739,3Ery,
W38423,7.924171,4.791547,4Ery,
W38424,-2.7992253,3.6550288,19Lymph,19Lymph
W38425,-4.974593,8.511774,14Mo,
W38426,7.6410284,6.7737617,3Ery,
W38427,-7.0807705,9.174029,15Mo,
W38428,-7.926452,9.720999,15Mo,
W38429,-5.31605,6.4427514,10GMP,
W38430,-8.0639305,9.690092,15Mo,
W38431,-5.557374,9.816612,15Mo,
W38433,-6.497808,8.300878,14Mo,
W38434,-4.876577,8.66685,13Baso,
W38435,-6.18272,10.705733,16Neu,
W38436,-4.431606,8.667426,14Mo,
W38437,6.706417,3.7181053,4Ery,
W38438,-5.0914726,9.779823,14Mo,
W38439,-0.18167317,5.655783,9GMP,
W38440,8.446383,4.254627,3Ery,
W38441,-7.0045557,7.317055,14Mo,
W38443,7.6867695,4.2436523,3Ery,
W38444,-3.5989895,6.5895276,10GMP,
W38445,-5.4154215,10.46034,16Neu,
W38446,-5.613185,11.377067,16Neu,
W38447,-6.887125,7.821125,13Baso,
W38448,9.2,4.0466366,1Ery,
W38449,1.9589128,5.1585536,6Ery,
W38450,5.6533566,7.036182,2Ery,
W38451,-3.2528777,7.6670494,14Mo,
W38452,6.720022,6.3833327,2Ery,
W38453,-4.9588685,9.603103,14Mo,
W38454,4.506831,6.2219234,5Ery,
W38455,7.135766,6.9270315,2Ery,
W38456,-6.3868947,6.069691,9GMP,
W38457,-7.312085,8.256623,13Baso,
W38458,5.8792825,7.314476,2Ery,
W38459,5.63084,5.9727187,3Ery,
W38460,-5.3793583,11.240386,16Neu,
W38461,-4.9919844,8.436288,13Baso,
W38462,-5.7384796,8.644665,14Mo,
W38463,5.7503495,4.4929037,4Ery,
W38464,7.092837,3.0528567,3Ery,
W38465,5.142426,3.8574438,6Ery,
W38466,-0.9127453,4.7131934,7MEP,
W38467,-3.5558906,6.832814,10GMP,
W38468,5.3830156,6.559761,4Ery,
W38469,6.1976995,7.2165513,2Ery,
W38470,-6.4154463,10.707333,16Neu,
W38471,-2.7224567,7.6747136,12Baso,
W38472,-2.8615305,4.0238204,19Lymph,19Lymph
W38474,-0.23756902,4.454736,7MEP,
W38475,-4.8471313,8.156161,13Baso,
W38477,5.974957,6.0443354,4Ery,
W38478,-0.15476748,4.148563,7MEP,
W38480,5.8920717,4.5789304,4Ery,
W38481,-2.540769,7.6096497,12Baso,
W38482,3.6787639,5.840915,5Ery,
W38483,5.7337937,7.3457575,2Ery,
W38484,6.599554,7.424796,2Ery,
W38485,-2.6624742,6.5755486,9GMP,
W38486,7.9092355,7.5956736,1Ery,
W38487,-4.760529,2.336036,11DC,11DC
W38488,7.2887754,4.600712,3Ery,
W38489,-4.5074387,8.481568,14Mo,
W38491,-6.2058406,10.303071,16Neu,
W38492,8.430776,5.465526,2Ery,
W38493,6.086354,4.859995,5Ery,
W38494,-6.6050415,9.256855,14Mo,
W38495,-7.182521,8.879688,15Mo,
W38496,-5.7628975,5.838447,9GMP,
W38497,-1.9569161,5.7680016,9GMP,
W38498,-7.1187215,8.643008,14Mo,
W38500,7.2087297,7.1833434,2Ery,
W38501,7.6885085,4.8609242,4Ery,
W38502,5.79706,6.2465844,5Ery,
W38503,7.177779,4.89864,4Ery,
W38505,8.121529,3.5518153,3Ery,
W38506,-5.742458,11.102773,16Neu,
W38507,6.786701,7.728231,2Ery,
W38509,-6.2042584,10.768573,16Neu,
W38510,7.0183854,7.5624743,2Ery,
W38512,-5.9470153,5.9302382,13Baso,
W38515,6.251144,7.370436,2Ery,
W38516,3.2707133,5.8521333,6Ery,
W38517,3.7371695,5.9727516,6Ery,
W38519,-5.1461716,9.181218,14Mo,
W38521,6.4676247,7.74513,2Ery,
W38522,6.2847776,7.830467,2Ery,
W38523,-1.0988398,6.706687,8Mk,
W38524,-1.1120232,6.842818,8Mk,
W38525,-4.481817,8.727672,14Mo,
W38526,-5.280642,8.850314,14Mo,
W38527,7.187658,7.3457036,1Ery,
W38528,7.8318057,3.5635176,4Ery,
W38529,0.25693068,4.410613,7MEP,
W38530,-5.6827574,10.394244,16Neu,
W38531,-4.8411403,10.153056,16Neu,
W38532,-4.0620193,8.430479,14Mo,
W38533,5.6550813,6.608289,3Ery,
W38534,6.3814583,7.6470766,2Ery,
W38535,-6.6617656,9.203155,16Neu,
W38536,-2.2928946,7.5588183,17Neu,
W38537,5.159499,5.971495,6Ery,
W38538,6.1079993,7.3221946,2Ery,
W38539,-4.747123,8.218158,14Mo,
W38540,-5.1306157,9.495017,16Neu,
W38541,-0.6146161,4.232779,7MEP,
W38543,7.531078,5.276954,2Ery,
W38544,8.435099,2.938002,3Ery,3Ery
W38545,4.8882623,6.715266,2Ery,
W38546,0.14540605,4.1011724,6Ery,
W38547,2.8653946,5.956994,6Ery,
W38548,0.3543043,3.9637964,6Ery,
W38549,-1.16225,5.4248514,10GMP,
W38550,-1.6652707,6.628596,12Baso,
W38551,-0.33693033,4.8922687,12Baso,
W38552,6.4255815,4.1632147,4Ery,
W38553,6.019857,7.323477,2Ery,
W38554,3.3933246,6.0772853,4Ery,
W38555,6.4099746,7.8012733,2Ery,
W38556,-5.6738462,8.6097975,14Mo,
W38558,5.406069,6.925073,3Ery,
W38559,2.629778,5.5428624,6Ery,
W38560,8.628338,4.818235,3Ery,
W38561,-1.5771737,5.2982655,10GMP,
W38563,5.9792266,7.507856,2Ery,
W38564,-4.51741,8.792991,14Mo,
W38565,-5.261886,10.977333,16Neu,
W38567,-3.4441435,8.069221,18Eos,
W38568,-6.6472936,7.2265964,13Baso,
W38569,3.9667137,6.182795,6Ery,
W38570,-6.401241,8.509616,14Mo,
W38571,-4.5311317,7.676299,13Baso,
W38572,4.9078298,6.5152044,2Ery,
W38573,6.376029,7.5457606,2Ery,
W38575,2.6030965,5.282993,5Ery,
W38576,-5.2509747,6.1186266,10GMP,
W38577,6.231469,6.668448,5Ery,
W38578,-4.906969,8.942812,14Mo,
W38579,-3.007966,7.1482134,13Baso,
W38580,-4.542233,8.679881,14Mo,
W38581,-5.7516212,11.137035,16Neu,
W38582,6.010421,7.1814556,2Ery,
W38583,-0.790008,7.032084,10GMP,
W38584,6.947662,5.2081647,4Ery,
W38585,-6.3868327,11.660956,16Neu,
W38586,2.645049,5.1338153,6Ery,
W38587,-5.580814,9.697939,15Mo,
W38588,-6.8879967,8.241993,14Mo,
W38589,-1.8306955,6.6457224,12Baso,
W38590,0.093522094,5.2709417,7MEP,
W38591,-3.7636194,6.570995,10GMP,
W38592,-6.0915933,8.981292,15Mo,
W38593,8.695142,2.778051,3Ery,3Ery
W38594,-8.084967,10.359912,15Mo,
W38595,8.433449,2.8312926,3Ery,3Ery
W38596,-3.7885144,5.831992,9GMP,
W38597,7.345807,6.05979,2Ery,
W38598,0.012399723,5.566988,7MEP,
W38599,8.336701,4.773339,3Ery,
W38601,-6.304151,8.007452,13Baso,
W38602,-6.0724826,11.499321,16Neu,
W38603,-6.6494613,7.011133,13Baso,
W38604,9.206254,4.3944426,2Ery,
W38605,-6.6081867,10.493226,15Mo,
W38606,-1.0015237,4.96052,7MEP,
W38607,2.8214233,5.164683,6Ery,
W38608,5.4462824,4.8846135,5Ery,
W38609,-7.672811,6.6215925,13Baso,
W38610,-4.5788264,6.3649154,10GMP,
W38611,-1.7916166,5.0972395,9GMP,
W38612,-5.9380083,6.508132,13Baso,
W38613,-6.9357576,6.6498795,13Baso,
W38614,-1.278239,4.470504,12Baso,
W38615,5.311374,5.9658976,5Ery,
W38616,-3.1378548,7.150095,13Baso,
W38617,-7.998908,11.066019,15Mo,15Mo
W38618,-6.6427174,8.856755,14Mo,
W38619,-4.6114564,6.684252,10GMP,
W38620,-6.0140576,9.06002,15Mo,
W38622,5.072347,5.2174683,4Ery,
W38623,5.251694,6.5610514,5Ery,
W38624,-1.0368627,6.7303953,8Mk,
W38625,-7.3784695,8.108744,13Baso,
W38626,0.34060118,4.2923174,7MEP,
W38627,-4.8590784,8.814789,14Mo,
W38628,-6.50566,8.550557,14Mo,
W38629,6.8159266,7.493404,2Ery,
W38630,0.96923417,4.4499373,6Ery,
W38631,7.5891557,7.0397024,2Ery,
W38632,-5.8975186,8.393787,13Baso,
W38633,-0.22880614,6.319684,7MEP,
W38634,-5.3109493,11.135367,16Neu,
W38636,-4.8734417,8.712891,14Mo,
W38637,4.3079314,6.401958,3Ery,
W38638,-5.7468233,10.831527,16Neu,
W38639,-1.3031743,4.3225327,19Lymph,
W38640,-3.4976115,6.5282097,10GMP,
W38643,-1.6343734,5.3672214,12Baso,
W38644,-2.110618,5.9681005,10GMP,
W38645,-5.312376,7.5715413,13Baso,
W38646,6.937501,7.7771807,1Ery,
W38647,-5.2107387,10.297166,16Neu,
W38648,0.050642222,4.12488,6Ery,
W38649,-7.2018228,8.248991,14Mo,
W38650,6.3740315,7.059758,2Ery,
W38651,-4.9112506,9.124896,14Mo,
W38652,-2.2799788,5.6946955,10GMP,
W38653,-3.8368204,8.217874,14Mo,
W38654,-5.254768,10.495115,16Neu,
W38655,-0.3832501,5.581681,9GMP,
W38656,4.3165746,5.692,3Ery,
W38657,8.018235,3.9230306,3Ery,
W38659,-5.234211,9.992114,14Mo,
W38660,6.2655773,6.925957,2Ery,
W38662,-1.7051831,6.5474257,12Baso,
W38663,-2.4134066,6.426064,9GMP,
W38664,8.656397,6.6365004,1Ery,
W38666,6.784615,4.705625,3Ery,
W38668,5.338247,6.4815083,5Ery,
W38669,5.7836056,7.004111,2Ery,
W38670,-0.5054858,7.298626,8Mk,
W38672,8.1879225,6.026009,2Ery,
W38673,-6.8255196,11.511325,16Neu,
W38674,5.124684,5.925114,5Ery,
W38675,-1.3654009,6.8598557,10GMP,
W38676,-6.0654864,7.5293183,13Baso,
W38677,-5.432084,11.08879,16Neu,
W38678,-5.1903596,8.998495,14Mo,
W38679,6.4920177,7.259062,2Ery,
W38680,4.9265227,6.3404713,5Ery,
W38681,-8.023503,8.121385,15Mo,
W38682,-0.017336674,4.328303,7MEP,
W38683,-6.5557346,10.34556,15Mo,
W38684,5.5991735,5.7438946,5Ery,
W38685,3.6364477,4.4342537,6Ery,
W38686,3.8006468,5.4310083,5Ery,
W38687,7.390303,5.502921,2Ery,
W38688,7.4809732,5.0655904,3Ery,
W38689,-6.951523,10.897537,15Mo,
W38690,1.1170561,5.084708,7MEP,
W38691,7.454346,3.9593754,3Ery,
W38692,-5.6029887,8.21066,15Mo,
W38693,-7.085828,11.473891,16Neu,
W38694,3.6889048,4.5990696,6Ery,
W38695,-0.6380424,4.3495245,7MEP,
W38697,3.7181373,4.270027,6Ery,
W38698,2.3603969,5.3963647,6Ery,
W38699,-1.8248286,5.712441,10GMP,
W38700,6.4263573,5.268304,4Ery,
W38701,-6.2312903,7.275054,13Baso,
W38702,-6.0984106,10.1945305,14Mo,
W38703,-6.3610477,8.032626,13Baso,
W38704,8.719615,4.2636914,3Ery,
W38705,3.2059047,5.4013705,6Ery,
W38707,-1.1613165,5.594817,8Mk,
W38709,-5.5677996,9.031138,14Mo,
W38710,6.830704,7.3899226,2Ery,
W38711,-2.3902535,5.788467,9GMP,
W38712,4.0561047,3.9748502,6Ery,
W38713,-5.5451097,10.042641,15Mo,
W38714,-6.430727,8.161996,13Baso,
W38715,4.026411,6.335801,3Ery,
W38716,-5.915645,11.35681,16Neu,
W38717,7.199468,7.4869037,2Ery,
W38718,-2.4772444,6.5704823,9GMP,
W38719,-5.8229847,9.825332,14Mo,
W38720,7.2977853,3.4997663,3Ery,
W38721,-6.349079,8.73364,14Mo,
W38722,-5.3687787,8.769691,14Mo,
W38723,-5.259407,9.416491,16Neu,
W38724,-5.1304045,9.260173,14Mo,
W38726,-1.6430473,6.4238806,9GMP,
W38727,6.7166295,5.1188784,3Ery,
W38728,-8.746583,7.3965483,13Baso,
W38729,-0.45212877,5.26907,10GMP,
W38730,-4.8743176,9.423774,14Mo,
W38732,2.9902263,5.80521,3Ery,
W38733,3.2105038,5.7645526,6Ery,
W38734,-5.917557,7.8945837,14Mo,
W38735,5.0386167,5.874649,4Ery,
W38736,8.635229,3.663851,3Ery,
W38737,6.042631,7.688759,2Ery,
W38738,5.9355564,7.5741806,2Ery,
W38739,-4.6533885,9.09939,14Mo,
W38740,6.02918,6.9307265,2Ery,
W38741,0.90688545,4.818237,8Mk,
W38742,-2.97261,6.8694797,10GMP,
W38744,-2.4335291,6.01715,10GMP,
W38745,-4.8103495,8.826787,14Mo,
W38747,-2.113304,5.788379,10GMP,
W38748,-5.272413,9.293263,16Neu,
W38750,-5.4304447,6.375906,10GMP,
W38751,-5.0867696,7.217895,10GMP,
W38752,-8.0072565,7.4476113,13Baso,
W38753,-5.5078344,11.128165,16Neu,
W38754,4.638812,6.663731,2Ery,
W38755,-5.4378543,10.317387,16Neu,
W38756,6.125405,7.4424224,2Ery,
W38757,-5.172187,8.663002,14Mo,
W38758,-4.5291104,2.4953995,11DC,11DC
W38759,-5.301544,9.335513,14Mo,
W38760,-4.8602657,2.3822174,11DC,11DC
W38761,-3.5902305,8.061336,14Mo,
W38765,-6.0405517,8.433429,13Baso,
W38767,6.5466647,6.5140395,2Ery,
W38768,8.352176,4.6157155,2Ery,
W38769,-5.7208004,10.700705,16Neu,
W38770,4.9109616,6.901423,2Ery,
W38771,6.786704,6.9412465,2Ery,
W38772,-5.0692987,8.498886,14Mo,
W38773,5.09398,6.679942,5Ery,
W38774,5.473961,6.682248,2Ery,
W38775,0.1043344,4.7589645,7MEP,
W38776,-1.8080169,5.9095807,9GMP,
W38777,7.1159697,6.080918,2Ery,
W38778,-1.413611,4.9258485,10GMP,
W38779,-0.5922052,5.259398,7MEP,
W38781,2.2859294,5.1435056,6Ery,
W38782,-6.7803507,8.765997,15Mo,
W38783,5.714961,4.6042066,5Ery,
W38784,5.7943573,5.2836,5Ery,
W38785,-7.7383285,10.654455,15Mo,
W38786,-4.867002,7.532244,14Mo,
W38788,-0.6762404,7.035876,8Mk,
W38789,-7.9094296,7.295396,14Mo,
W38790,-6.9148145,10.429473,15Mo,
W38791,3.51874,5.7034826,4Ery,
W38793,-7.23355,7.2719574,14Mo,
W38794,-2.8852732,6.7120976,13Baso,
W38795,1.0967427,5.1570992,6Ery,
W38796,7.382455,3.6783135,4Ery,
W38797,-8.331009,7.206967,13Baso,
W38798,6.4690003,4.978928,4Ery,
W38799,-4.0383205,5.8085093,9GMP,
W38800,8.67232,3.8614929,3Ery,
W38801,-1.0466548,6.8110085,8Mk,
W38802,-0.6725786,7.7891946,8Mk,
W38803,-7.3113217,9.882894,15Mo,
W38804,8.256595,6.58101,2Ery,
W38805,-2.090271,7.0997415,12Baso,
W38806,5.214289,3.4655368,3Ery,
W38807,-7.5953155,11.033722,15Mo,
W38808,-8.332818,10.257791,15Mo,
W38809,-2.5866404,5.4357533,9GMP,
W38810,8.546208,4.002698,3Ery,
W38811,-4.3947563,6.0964947,10GMP,
W38812,-6.181997,10.270071,15Mo,
W38813,-6.555235,11.209514,16Neu,
W38814,6.204549,3.8035138,4Ery,
W38815,6.91461,3.1823087,3Ery,
W38816,-7.7012906,7.6100273,14Mo,
W38818,7.4295573,2.7126553,3Ery,
W38819,-7.6154294,11.268443,16Neu,
W38820,3.4295611,4.804235,6Ery,
W38821,4.5872574,4.975414,5Ery,
W38822,-5.824843,6.544066,13Baso,
W38823,-7.447146,6.7223096,13Baso,
W38824,-4.984527,2.4657307,11DC,11DC
W38825,-7.979479,7.1630096,13Baso,
W38826,-0.40413478,6.633417,8Mk,
W38827,8.162149,6.416971,2Ery,
W38828,-5.94984,7.8549824,13Baso,
W38829,-8.269077,8.328511,13Baso,
W38830,-0.28432557,7.480559,8Mk,
W38831,-0.5998423,6.371396,8Mk,
W38832,-8.576451,10.130829,15Mo,15Mo
W38833,-6.017057,7.976251,14Mo,
W38834,-4.236878,9.415312,14Mo,
W38835,-2.4681628,3.95079,19Lymph,19Lymph
W38836,1.5239915,5.22023,6Ery,
W38837,5.2598033,5.0731955,5Ery,
W38838,-6.4487386,10.032335,15Mo,
W38839,1.0449891,5.364421,7MEP,
W38840,-6.6259646,10.429296,15Mo,
W38841,-8.579577,9.997839,15Mo,15Mo
W38843,4.3625402,3.8469899,6Ery,
W38845,-2.7176871,6.628803,12Baso,
W38846,7.8105435,6.033009,2Ery,
W38847,-8.128883,6.800067,13Baso,
W38848,0.7687995,3.9858963,3Ery,
W38849,7.7152843,3.1065595,4Ery,
W38850,-4.00479,8.589142,14Mo,
W38851,-4.050455,6.2521176,10GMP,
W38852,-6.905021,11.04382,16Neu,
W38853,-7.354548,10.957476,15Mo,
W38854,0.6762377,5.5407014,6Ery,
W38855,-8.366417,6.860557,13Baso,
W38856,-2.8351212,3.8575258,19Lymph,19Lymph
W38858,-7.741015,10.268538,15Mo,
W38859,0.9794065,5.4521484,6Ery,
W38860,8.218078,6.7598553,2Ery,
W38861,-7.9826503,10.273947,15Mo,
W38862,8.304409,4.2604403,3Ery,
W38863,-4.280467,8.082522,13Baso,
W38864,1.870775,5.4357023,6Ery,
W38865,-6.10939,6.7762055,13Baso,
W38866,-3.366517,6.751327,9GMP,
W38867,-2.427381,5.7191796,10GMP,
W38868,-4.551816,6.1568265,10GMP,
W38869,-6.9841533,7.5072484,14Mo,
W38870,8.159652,5.7931404,2Ery,
W38871,1.6395153,5.439936,6Ery,
W38872,-5.111698,6.0457993,10GMP,
W38873,0.59340227,4.9353676,7MEP,
W38874,0.4239402,4.494627,6Ery,
W38875,-4.6535215,7.933236,14Mo,
W38876,7.961209,4.989918,2Ery,
W38877,8.177718,5.925887,2Ery,
W38878,0.13967101,4.6153555,7MEP,
W38879,6.5140314,4.886103,5Ery,
W38880,-7.3242855,6.2815886,13Baso,
W38881,-6.726923,8.216443,13Baso,
W38882,-5.2702007,8.38065,14Mo,
W38883,9.079253,4.632158,3Ery,
W38884,-7.6853704,6.7790275,13Baso,
W38886,7.082236,3.9211357,4Ery,
W38887,8.334765,4.229131,3Ery,
W38889,8.988376,4.7579045,2Ery,
W38890,-6.3032,10.539391,15Mo,
W38891,0.14374071,4.7920713,7MEP,
W38892,8.3446045,7.180168,1Ery,
W38893,-6.48936,10.348459,15Mo,
W38894,8.268189,5.6231775,2Ery,
W38895,-4.191696,8.387197,13Baso,
W38896,-0.07256317,6.303549,8Mk,
W38897,-4.8328457,6.293698,9GMP,
W38898,-1.9704965,4.0853996,19Lymph,19Lymph
W38899,-4.7897696,2.3924263,11DC,11DC
W38900,-0.9451974,6.6915164,8Mk,
W38901,-2.4414027,7.3928666,17Neu,
W38902,-5.963353,6.3772397,13Baso,
W38903,-5.5192533,6.513948,13Baso,
W38904,-6.407215,9.388063,13Baso,
W38905,8.692038,3.805248,3Ery,
W38906,2.1843026,5.1607113,12Baso,
W38907,-6.9131336,11.029456,16Neu,
W38908,-4.7376456,5.975302,10GMP,
W38909,-7.406711,10.214587,15Mo,
W38910,0.28686407,4.7534494,7MEP,
W38911,-5.739605,6.8672013,13Baso,
W38912,-5.9558797,8.258007,13Baso,
W38913,-8.080873,9.834768,14Mo,
W38914,-6.513588,11.216639,16Neu,
W38915,7.561047,3.1222386,3Ery,
W38916,-0.073119834,4.843593,7MEP,
W38917,-6.7988696,7.4839134,13Baso,
W38918,-5.905157,7.265512,13Baso,
W38919,7.1733413,4.0194335,3Ery,
W38920,9.538445,4.4010124,1Ery,
W38921,-7.7147994,6.9001985,14Mo,
W38922,-7.318461,10.644325,15Mo,
W38923,-4.4125504,6.727228,10GMP,
W38924,-5.767044,9.256073,15Mo,
W38925,7.145748,3.2212408,4Ery,
W38926,-2.4574025,6.214678,9GMP,
W38927,-8.387056,9.375073,14Mo,
W38928,-6.239176,5.7111125,9GMP,
W38929,-4.7977996,6.0390534,13Baso,
W38930,-3.0082846,6.281418,10GMP,
W38931,-1.9567152,5.4632535,9GMP,
W38932,3.7099602,5.3094864,5Ery,
W38933,7.5522676,6.0182266,2Ery,
W38934,0.4658997,5.2942924,7MEP,
W38935,-6.031171,7.715046,13Baso,
W38937,3.3977761,4.63931,6Ery,
W38938,1.066602,5.146138,7MEP,
W38939,-2.9621804,5.8286796,10GMP,
W38940,0.8787282,4.873798,7MEP,
W38941,-5.511018,5.854171,10GMP,
W38942,7.028246,4.047182,3Ery,
W38943,7.101023,3.8439906,5Ery,
W38944,-1.4123354,5.2532063,10GMP,
W38945,0.56067365,5.1361294,6Ery,
W38946,-2.2997365,3.9822187,19Lymph,19Lymph
W38947,-1.0256672,7.156776,8Mk,
W38948,6.45808,4.3973455,4Ery,
W38949,-6.363195,7.9237275,14Mo,
W38950,-7.640403,10.952165,16Neu,
W38951,-7.2642837,7.7779803,14Mo,
W38952,-4.383332,6.2214556,10GMP,
W38953,-2.9573805,5.9043508,10GMP,
W38954,-7.635244,7.240877,13Baso,
W38955,-0.24949665,5.570193,7MEP,
W38956,-7.418333,10.608196,15Mo,
W38957,-3.9565651,6.550883,10GMP,
W38958,-7.393624,10.305148,15Mo,
W38959,-8.37453,10.43834,15Mo,15Mo
W38960,-7.161738,9.467921,14Mo,
W38961,4.6648593,4.4412613,5Ery,
W38962,-6.938442,6.523552,13Baso,
W38963,-1.8731103,5.8157926,9GMP,
W38964,0.06522193,4.8303666,7MEP,7MEP
W38965,-7.305403,10.124526,14Mo,
W38966,3.8741744,4.5278735,6Ery,
W38967,8.497475,6.255425,2Ery,
W38968,-0.6220212,6.2792416,8Mk,
W38969,0.11829153,5.082707,7MEP,
W38970,5.1217823,4.389202,5Ery,
W38971,-0.06621456,5.8128796,7MEP,
W38972,-6.9125905,6.786949,13Baso,
W38973,-0.07862733,4.825365,7MEP,7MEP
W38974,6.2589035,4.0651145,5Ery,
W38975,-0.58243835,7.698192,8Mk,
W38976,8.3934765,6.684436,2Ery,
W38977,8.001052,5.505118,2Ery,
W38978,6.516317,4.137349,4Ery,
W38979,-5.383242,8.712892,14Mo,
W38980,-7.135703,10.784898,15Mo,
W38981,-6.067075,6.1774974,13Baso,
W38982,7.7308836,3.8221047,3Ery,
W38983,7.504121,4.608969,2Ery,
W38985,2.8040595,5.5474377,5Ery,
W38987,-4.8389935,6.7343426,13Baso,
W38989,6.4918246,3.9920325,3Ery,
W38990,0.23215929,4.2205477,6Ery,7MEP
W38991,-0.9112042,6.5031686,8Mk,
W38992,1.6563356,5.754481,6Ery,
W38993,-6.6799192,11.401422,15Mo,
W38994,7.407113,4.8350964,2Ery,
