,11DC_corr,11DC_pval,11DC_qval,11DC_ci_low,11DC_ci_high,19Lymph_corr,19Lymph_pval,19Lymph_qval,19Lymph_ci_low,19Lymph_ci_high,7MEP_corr,7MEP_pval,7MEP_qval,7MEP_ci_low,7MEP_ci_high,15Mo_corr,15Mo_pval,15Mo_qval,15Mo_ci_low,15Mo_ci_high,3Ery_corr,3Ery_pval,3Ery_qval,3Ery_ci_low,3Ery_ci_high,gene
Clint1,-0.12426287941646724,6.900428526572477e-11,3.4662851303059124e-10,-0.16102693823337272,-0.08715445021031464,-0.1528755110444961,8.53047043396628e-16,5.852615003502512e-15,-0.1893045499872499,-0.11602621488720122,-0.24938177738286513,2.211727295757548e-40,1.1093998397760608e-39,-0.2842373149497327,-0.2138678996988363,-0.1462439116560837,1.447264975060183e-14,4.090508950804825e-14,-0.1827559737169418,-0.1093290073172963,0.3188037033341134,1.1332070993667603e-66,8.729235937309575e-66,0.2846938778805018,0.3521072759816704,Clint1
Arpc1a,-0.12447210066141959,6.407749689883864e-11,3.2281962306261625e-10,-0.1612339290469709,-0.08736534027836143,-0.1222752297890719,1.3861446928309451e-10,5.233681985732594e-10,-0.1590603168876682,-0.08515111226190077,-0.2474093744092793,9.547710380608061e-40,4.693610900780402e-39,-0.2823038889497765,-0.21186104514926754,-0.0852871675141596,8.021830541471941e-06,1.296036385703168e-05,-0.12241022900627545,-0.04792579128615889,0.263785884893093,3.360726405107526e-45,1.2958510417906225e-44,0.2285326948007733,0.298348191128677,Arpc1a
Ak3,-0.12462213167379356,6.075793373129947e-11,3.07442271710725e-10,-0.1613823586423234,-0.08751657003918038,-0.11490311909089966,1.6709538478384034e-09,5.618471610219508e-09,-0.15176364903949371,-0.07772343451262756,-0.18403430209774108,2.449890968867132e-22,6.952774451941178e-22,-0.22002993257958786,-0.14753818901218363,-0.2078206576227689,3.309726620719575e-28,1.6821600247574747e-27,-0.24343745412187057,-0.17164413651694152,0.3204658951208646,2.116544497095708e-67,1.667624442803034e-66,0.28639426459158135,0.35372802657059366,Ak3
Carhsp1,-0.12468138713043093,5.949368574428625e-11,3.014870917819851e-10,-0.16144098115362282,-0.08757629941833009,-0.12264713866206967,1.2175798638226179e-10,4.6276080507179016e-10,-0.15942831336376964,-0.08552593374882331,-0.22083544569099944,9.45311100675503e-32,3.6247428982568452e-31,-0.25622742528136394,-0.1848521520095134,-0.24102155964507038,9.928290718280483e-38,6.652918692968145e-37,-0.27604035859394593,-0.20536371268758977,0.36779042209265367,2.682495091834287e-90,3.42862613404449e-89,0.3348964578489989,0.3997890276514876,Carhsp1
Uhrf1bp1,-0.12473292425942104,5.84150471460937e-11,2.964563642664255e-10,-0.16149196757072554,-0.08762824895592537,-0.10197663607465757,9.098507372657483e-08,2.5159414217180267e-07,-0.13895974420870233,-0.06470947428627125,-0.16610696651405843,2.0347954172723514e-18,5.1181333709962715e-18,-0.20236068084398562,-0.12939859216332303,-0.19200490417549254,3.2251688777558196e-24,1.4124438828851945e-23,-0.22787821120997379,-0.1556110561408904,0.2954317326215604,6.180014028630777e-57,3.4734899695121842e-56,0.26080755661860766,0.3292968393338314,Uhrf1bp1
Tmc6,-0.12475369600259084,5.7985733594419e-11,2.947109965159646e-10,-0.16151251729715466,-0.08764918697507383,-0.09438239471541504,7.676104926433493e-07,1.9378374616768095e-06,-0.13143174649574255,-0.05706974726818321,-0.1581759831582366,8.08429304103486e-17,1.9387696514670812e-16,-0.19453633467533524,-0.12138153640286764,-0.15227481300678003,1.1083231318875854e-15,3.3086705260761744e-15,-0.18871150572349146,-0.11541943594400694,0.2589954515239859,1.4596741842222001e-43,5.308045953372828e-43,0.22365378726932367,0.29365695514356327,Tmc6
Ppif,-0.12475758924712403,5.790561132038779e-11,2.947109965159646e-10,-0.161516368925578,-0.08765311138833572,-0.14398272903921822,3.6896508446329615e-14,2.0911713880920278e-13,-0.18052235866236366,-0.10704622017157532,-0.17747916150190357,7.442831258062963e-21,2.0192775685200694e-20,-0.2135718985859253,-0.14090258629921165,-0.15969238303765163,4.0570301902603476e-17,1.296371406165598e-16,-0.1960327034383171,-0.12291402218935925,0.2876008315533326,7.019376278484218e-54,3.5993859639003024e-53,0.2528137902115189,0.3216452323290499,Ppif
Nup85,-0.12491478957903351,5.475931121481576e-11,2.795479038495994e-10,-0.16167188795843476,-0.08781157120453457,-0.1867297038714354,5.791609282271868e-23,9.168276895926706e-22,-0.22268449006361649,-0.15026762947473588,-0.3477676518681545,4.3333242710450446e-80,8.354358692389077e-79,-0.3803205519822976,-0.31435412707988675,-0.12139849489572038,1.87880484489569e-10,4.1350481630963175e-10,-0.15819276459410986,-0.0842675527760939,0.36237716881305554,1.8481098327443185e-87,2.237834046596717e-86,0.3293396530632352,0.3945284766294863,Nup85
Actl6a,-0.12497608599073716,5.357831656901203e-11,2.739241044143119e-10,-0.1617325282940884,-0.08787335923007719,-0.1281394067020398,1.7140088511643563e-11,7.033346665122703e-11,-0.16486161416118775,-0.09106243823218224,-0.2606659706154513,3.955035656895829e-44,2.26348723912894e-43,-0.2952930717595925,-0.22535495795563712,-0.15051664639919532,2.3701441606061847e-15,6.9434359068352666e-15,-0.18697558799783834,-0.1136436293523539,0.3222272283823644,3.532768115074887e-68,2.882170866459441e-67,0.28819630515691697,0.35544522893467523,Actl6a
Wipi2,-0.12511977909334704,5.0906531958964193e-11,2.606505071073968e-10,-0.161874682313151,-0.08801820590945761,-0.11310847577252989,2.9929207309978803e-09,9.79011321580444e-09,-0.1499867630300616,-0.07591588858516747,-0.20808387229472433,2.8214800017255243e-28,9.717492500952878e-28,-0.24369624481545454,-0.17191113028453184,-0.09658785585572575,4.2001001763915086e-07,7.372607176361696e-07,-0.13361841003409078,-0.05928796784914004,0.24874336290166998,3.5559929761510535e-40,1.1566193930911674e-39,0.21321830134389605,0.28361154730823424,Wipi2
Ctsd,-0.12524929310917743,4.8610291658789814e-11,2.4963410195607686e-10,-0.16200280780925572,-0.08814876101590687,0.007821940575172128,0.6829246654234411,0.7358017547225398,-0.02970149090817596,0.04532335692631558,-0.23286315759612838,3.05370828370622e-35,1.2994262992688243e-34,-0.2680363627629739,-0.19707000485981935,0.016578789783079983,0.38658059728917504,0.4157337616843076,-0.020948955330995875,0.05405988325580758,0.1460546204542865,1.5661068497830822e-14,2.794537093382325e-14,0.10913789259239126,0.1825690047428543,Ctsd
Csda,-0.12532391121941294,4.733364310483895e-11,2.434402419594623e-10,-0.16207662537610248,-0.08822397951806582,-0.26708453460401455,2.3871891229510884e-46,2.4229969597953546e-44,-0.3015775638510455,-0.23189329684407128,-0.4355346396689155,3.4098602349644725e-131,5.60353698612495e-129,-0.4654444777024768,-0.40463117562932904,0.024554650173228817,0.19966083218804986,0.2242204789720013,-0.01297201507846139,0.06201224287140667,0.3196386645418375,4.885256488045254e-67,3.8142579502814866e-66,0.28554799854135793,0.3529214451880086,Csda
Dhrs11,-0.12537899367367494,4.641232005476048e-11,2.390580843417588e-10,-0.1621311166121475,-0.08827950544798552,-0.13633372881040678,7.83285376401428e-13,3.8072082168469404e-12,-0.17296381765469476,-0.09932702302555357,-0.24673703429584956,1.5670095066922432e-39,7.638517340883123e-39,-0.2816447702683861,-0.21117702990961862,-0.1661857103978501,1.9598947126341728e-18,6.6767982757162194e-18,-0.20243834276706305,-0.12947821469709786,0.3286759605311226,4.5069910805225905e-71,3.947620867736919e-70,0.2947961355663154,0.3617304727162124,Dhrs11
Dap3,-0.12538110420656318,4.63773697470568e-11,2.390580843417588e-10,-0.1621332044875288,-0.08828163297762162,-0.17897053894948542,3.4631739255149346e-21,4.4761847254502024e-20,-0.2150414603046085,-0.1424119811702491,-0.3489688917150268,1.1130008595596128e-80,2.1823670263296727e-79,-0.38148935169353454,-0.3155856555517157,-0.20950977451270483,1.1838416717576664e-28,6.1159245647241115e-28,-0.24509809305061478,-0.17335759722286104,0.4282016608847992,2.989167973428773e-126,6.447261672689184e-125,0.39706534857288445,0.45835344949863516,Dap3
BC057079,-0.12550556180077058,4.4361230839006305e-11,2.2952115086268479e-10,-0.16225632539238258,-0.08840709346430423,-0.11673840438435054,9.120866569726029e-10,3.135742457998712e-09,-0.15358052851770895,-0.07957216743649528,-0.19191925238041663,3.3823530350996134e-24,1.0185427857005904e-23,-0.2277938986669257,-0.15552427956225479,-0.1776012667445347,6.992712387615481e-21,2.6753714467473422e-20,-0.21369222382419079,-0.14102616031221404,0.30249920593179097,8.820879742261933e-60,5.504675585993839e-59,0.2680260961725894,0.33619868148201904,BC057079
Odc1,-0.12573834855188903,4.081769698809128e-11,2.1182236436977894e-10,-0.1624866089143345,-0.08864175919555135,-0.18058507558552114,1.5011641939325703e-21,2.039573871362717e-20,-0.21663219552816754,-0.14404621481663754,-0.36715733472872636,5.801273184640919e-90,1.601615500815665e-88,-0.39917390785299534,-0.33424646377274425,-0.14314754681230404,5.193558472149286e-14,1.4145990755633138e-13,-0.179697263370977,-0.10620315664394175,0.3881999494733577,1.5290186232184323e-101,2.2549757558661582e-100,0.3558678114999613,0.4196038855625292,Odc1
Sec14l2,-0.12588505534944297,3.872829672565001e-11,2.015857496232552e-10,-0.16263173607110834,-0.08878965227886093,-0.09597968676553595,4.966528601276266e-07,1.2752596877235413e-06,-0.13301546049742605,-0.05867624348096561,-0.18324074601244839,3.72982073787993e-22,1.0507437850141747e-21,-0.21924829991070616,-0.14673471746660005,-0.2054822677978658,1.3531274679672813e-27,6.748038861206773e-27,-0.24113814409327292,-0.1692724066385843,0.3138561308421854,1.5644140067178254e-64,1.1154530448725651e-63,0.2796338868093136,0.34728187236735614,Sec14l2
Chchd3,-0.12589550438923927,3.858353747521915e-11,2.01135631158582e-10,-0.16264207254197102,-0.08880018587302901,-0.14258944594159184,6.519172319709855e-14,3.576735083516488e-13,-0.17914587431284457,-0.10563981878991158,-0.3057541835823768,4.0411491124540146e-61,3.9284522780503674e-60,-0.33937615949213606,-0.2713519508613637,-0.18429471401311356,2.133339519288326e-22,8.76446985840954e-22,-0.2202864216562484,-0.14780186526463374,0.37642936195601934,5.962800793117944e-95,8.198257186075707e-94,0.34376923154745387,0.40817990794265774,Chchd3
Mrps24,-0.12590260379804832,3.848548544701909e-11,2.009280034457835e-10,-0.1626490954632772,-0.088807342735492,-0.17040460420035253,2.556703705618392e-19,2.665614648969508e-18,-0.20659860132803387,-0.1337448764996059,-0.30356831098401854,3.218898947903389e-60,3.010411997077126e-59,-0.33724241621350876,-0.2691183903443786,-0.06583272627190251,0.0005757046672231713,0.0008072965487960845,-0.10309283424973678,-0.028388120359071206,0.2921348004251113,1.2294674963563099e-55,6.639894100040102e-55,0.25744147677653045,0.326075934748447,Mrps24
Rps20,-0.12596302519496821,3.7660789599825135e-11,1.9692028016514628e-10,-0.16270886574238003,-0.08886825326195397,-0.06869548192187959,0.00032691249593680275,0.0006212417530164683,-0.1059371880368982,-0.0312613292867137,-0.03912860587297719,0.040917364972786405,0.05274778726973697,-0.0765309820973729,-0.0016162624413869728,-0.057822075085918856,0.0025038125804335864,0.003347794349119065,-0.09513043610895987,-0.020351505197092962,0.11596243472364764,1.179521848877704e-09,1.8595385566363436e-09,0.0787904808381187,0.15281237134187967,Rps20
Slc45a4,-0.1260191232825723,3.69105878678302e-11,1.9329049883441886e-10,-0.16276435905992168,-0.08892480572897438,-0.0992671641458688,1.9829618191075935e-07,5.308922604918778e-07,-0.13627439703055555,-0.06198327263950412,-0.14230771084427607,7.309393801539167e-14,1.6066699368860932e-13,-0.17886751868491757,-0.10535544901698686,-0.15245774195356387,1.0235113630981397e-15,3.0660917656698614e-15,-0.18889210670154422,-0.11560421377983672,0.2520113929809272,3.081589793687719e-41,1.0354981867591352e-40,0.21654391260112657,0.2868145254426611,Slc45a4
Narf,-0.12615782722889027,3.5117870550177964e-11,1.8418202320465678e-10,-0.16290156669891137,-0.08906463416664893,-0.10979238064455352,8.580508515499755e-09,2.6604972944285406e-08,-0.14670285247959045,-0.07257659535995402,-0.15294914911937046,8.260450466860282e-16,1.9248355544317913e-15,-0.1893772479764228,-0.11610060029769659,-0.21693073811950314,1.1590445289612264e-30,6.420325312111063e-30,-0.2523914683091779,-0.18088810677949368,0.30951589323696793,1.0874121085198575e-62,7.300893358953362e-62,0.27519659526638546,0.3430473489114479,Narf
Mcm7,-0.1262529057382781,3.393848605055582e-11,1.7853920024461604e-10,-0.16299561870150184,-0.08916048433479498,-0.2130158055089833,1.3606110274410477e-29,4.347656162684311e-28,-0.24854434704502587,-0.1769148564223516,-0.39646162399281554,2.398643114425271e-106,1.5329106273854835e-104,-0.42761634001634913,-0.36436617914232866,-0.04524395356149471,0.01806493892587951,0.022595905847484665,-0.08261844006193406,-0.007742378869193653,0.33804983753752604,2.0491708508665666e-75,1.9427715951484947e-74,0.3043954166723118,0.3708613478567978,Mcm7
Psmd4,-0.1262631844107691,3.3813330351272755e-11,1.7815237105685844e-10,-0.1630057863612079,-0.08917084647031281,-0.17815288650418531,5.2723699886152715e-21,6.640492273982227e-20,-0.21423578863065,-0.14158442955880593,-0.31027895647128906,5.186989037999345e-63,5.4079453686210694e-62,-0.34379192515042795,-0.27597661576570043,-0.1248507398627592,5.60205347820231e-11,1.2752431763374783e-10,-0.1616085234911828,-0.087747008097199,0.3427063230383144,1.2412220190234528e-77,1.2415817935217205e-76,0.309166414491634,0.37539476478871303,Psmd4
Samd1,-0.12673471761885266,2.853252007933208e-11,1.5078978069490813e-10,-0.16347221847638796,-0.08964621717073841,-0.1729160058439274,7.413337077021565e-20,8.147587978599178e-19,-0.20907447763446357,-0.1362853586932606,-0.30462456895609996,1.1837189988020176e-60,1.1315828988547819e-59,-0.33827352744110145,-0.27019764581943395,-0.16896838520284857,5.145499006378872e-19,1.7962843486606916e-18,-0.20518249017516432,-0.13229224346369248,0.3719676855554842,1.576728512987835e-92,2.0689315963197787e-91,0.3391860607950048,0.40384701442379733,Samd1
Hausp,-0.1267939609773956,2.7928974374743404e-11,1.4782651927490718e-10,-0.16353081977305203,-0.08970594386615321,-0.14654162674832782,1.2780596640056837e-14,7.630767993916289e-14,-0.18305003109220525,-0.10962959594833956,-0.27414477921229663,7.279277558320773e-49,4.830920548800959e-48,-0.3084868731601063,-0.23908896500983318,-0.11407911389022099,2.186131010160089e-09,4.4456912881923795e-09,-0.15094782663617584,-0.07689347476665359,0.3069849858287277,1.2458323298681945e-61,8.112013906368187e-61,0.2726097678873041,0.34057745696855796,Hausp
Dym,-0.12683734797790078,2.7494905622400922e-11,1.4575256421337263e-10,-0.1635737363937117,-0.08974968500866606,-0.1310926113726323,5.763722043199674e-12,2.5114399963487467e-11,-0.16778219092814348,-0.09404037679619638,-0.21753739365798325,7.877819412440151e-31,2.9390653829546983e-30,-0.25298751553970705,-0.1815039044967716,-0.1424608325573999,6.868914862907138e-14,1.8548220024955034e-13,-0.17901880439822335,-0.10551000191432057,0.29374230357039444,2.8757564158957515e-56,1.5802922597541782e-55,0.2590825894382568,0.3276464671451192,Dym
Gpr56,-0.12692345834015947,2.6652863063222524e-11,1.4150620066335526e-10,-0.16365891277928118,-0.08983649866181714,0.005904151647057468,0.7578370007317452,0.8010093382925736,-0.03161756735011175,0.043409252760877995,0.3116864520520925,1.3160898844173658e-63,1.4148991249608503e-62,0.2774155081296651,0.345165210311661,-0.15170103785524397,1.4217788709393099e-15,4.2261489092261484e-15,-0.18814501649165638,-0.11483987811175458,-0.022982698311173524,0.2299903793345568,0.24527095150913333,-0.06044529895607173,0.01454455779322382,Gpr56
Rnpepl1,-0.12693185014389835,2.6572164451965807e-11,1.4129513023687828e-10,-0.1636672135339184,-0.08984495903424065,-0.06558974541746,0.000603434767374573,0.001114207267099867,-0.10285138722324395,-0.028144280749727413,-0.18246802571091286,5.605624479915169e-22,1.5714874151248779e-21,-0.21848714554416365,-0.14595238833527877,-0.1296299033235361,9.91943965932158e-12,2.3788732636774687e-11,-0.1663357238156402,-0.09256533529265747,0.24844541894834876,4.436047705084681e-40,1.4347516991796846e-39,0.21291514869773728,0.28331949539019147,Rnpepl1
Pccb,-0.12703776337643793,2.5573980525272577e-11,1.3619723270480812e-10,-0.163771977185624,-0.08995173813448928,-0.12725947655403788,2.3601731477766186e-11,9.559809311005999e-11,-0.16399128120865808,-0.09017526663439727,-0.2576035109198697,4.300347418522324e-43,2.370686731840342e-42,-0.29229352487808646,-0.22223647101996066,-0.1531692228045714,7.502637153572068e-16,2.2652319174958186e-15,-0.18959450975484626,-0.11632290992297309,0.3228953952796912,1.7853087540515557e-68,1.4881885290415265e-67,0.28887997755790035,0.3560965959860084,Pccb
Herc1,-0.12703825591825063,2.5569425336903554e-11,1.3619723270480812e-10,-0.16377246437945878,-0.08995223470494869,-0.09143890319177002,1.6813521237553863e-06,4.091922552242481e-06,-0.12851278116377093,-0.05410980034138951,-0.13732218646133298,5.328329657006067e-13,1.1357668712988227e-12,-0.1739408283408377,-0.1003243014746115,-0.15494109946224033,3.439416534365218e-16,1.054123131447102e-15,-0.19134361698011804,-0.11811292331359566,0.2494844513789656,2.048834846242042e-40,6.727430118345658e-40,0.21397237529068636,0.284337952226261,Herc1
Sqstm1,-0.12704946681580812,2.5465957631804503e-11,1.360418262962188e-10,-0.16378355354518015,-0.08996353730477472,-0.08114331406779095,2.1694568137442114e-05,4.7324876512207795e-05,-0.11829792304196432,-0.04376181207522303,-0.10933274324317335,9.905160549282312e-09,1.8318707961186098e-08,-0.146247611908648,-0.07211380834714692,-0.09743085858855265,3.323760109628813e-07,5.861388709042534e-07,-0.13445413244218465,-0.0601359449980595,0.1878802655801227,3.107793025573229e-23,6.476445489887206e-23,0.1514328902627045,0.2238174545972574,Sqstm1
Bex4,-0.12708949542213457,2.5099856273211094e-11,1.3429395968814184e-10,-0.16382314743118903,-0.0900038934127865,-0.09297921588962314,1.118790599358663e-06,2.773668360910019e-06,-0.13004033956905509,-0.05565864223941782,-0.17305152041465094,6.930502393287242e-20,1.8132800423983526e-19,-0.20920806208690668,-0.13642245614393336,-0.2134053493459506,1.0672698396844762e-29,5.710307312792446e-29,-0.24892719373798947,-0.17731015028678457,0.3138745772308665,1.5362176084226085e-64,1.0976163492062984e-63,0.2796527488061501,0.3472998665531316,Bex4
Smap1,-0.12719713003154823,2.414077579099091e-11,1.2936307027128824e-10,-0.16392961251581809,-0.09011240925931485,-0.11121726906476197,5.477755151990646e-09,1.7390738757607837e-08,-0.14811401124829587,-0.07401134951228865,-0.19722548134814266,1.6982427009198205e-25,5.347295219775822e-25,-0.2330161439493998,-0.16090125090008553,-0.15784441081564293,9.391157912454247e-17,2.954319594884194e-16,-0.19420911973891594,-0.12104647012345973,0.289450181012401,1.3611568716341692e-54,7.149699184184959e-54,0.254701173761123,0.3234526407435133,Smap1
Grhpr,-0.12743247683852454,2.2166901023319153e-11,1.1897041280167091e-10,-0.16416239913526798,-0.09034968598943949,-0.11860669697588376,4.876933436413387e-10,1.7226506948887e-09,-0.1554298284320307,-0.08145441216056772,-0.21758613729275741,7.636764686356622e-31,2.8522159017983446e-30,-0.25303540564885807,-0.18155338391500433,-0.14282896777093204,5.913840537430283e-14,1.6069813932812527e-13,-0.1793825184265142,-0.10588158528608499,0.29108383100116414,3.161663913464579e-55,1.6889941432455513e-54,0.25636864197601505,0.325049035130595,Grhpr
Aqp9,-0.12749588184687263,2.166269936054723e-11,1.1662710685374178e-10,-0.164225113701505,-0.09041361166011651,-0.08315585092234115,1.3458988914146576e-05,2.9985132822930817e-05,-0.12029529748743026,-0.045783961167429686,-0.09143736409701383,1.6820311795454552e-06,2.867929644570833e-06,-0.12851125472523683,-0.05410825281400288,-0.20524532428364378,1.5591216742386568e-27,7.741768198269934e-27,-0.24090513810521086,-0.1690321082538891,0.26067566543999193,3.9250629993745997e-44,1.4580616158064309e-43,0.22536483129455254,0.2953025663373362,Aqp9
Zfp637,-0.12752075499812635,2.1467985251556124e-11,1.1575940172362528e-10,-0.16424971591812895,-0.09043868914544839,-0.10638533991504008,2.4524003106360388e-08,7.227355654999975e-08,-0.14332803141690187,-0.06914658910430899,-0.22794492151633694,8.660248326953674e-34,3.536865914357057e-33,-0.2632088624123879,-0.19207267452062768,-0.18187258650600374,7.663380511372142e-22,3.0609173778640348e-21,-0.21790058886334618,-0.1453495759573207,0.3233991230139027,1.0659301655396424e-68,8.928458740964336e-68,0.28939541775270433,0.35658763706909674,Zfp637
2310003C23Rik,-0.12756088857464043,2.1157412825845414e-11,1.1426327333645152e-10,-0.1642894122371345,-0.09047915252028657,-0.09639331301734999,4.43192999120799e-07,1.1473811252557218e-06,-0.1334255398232144,-0.059092284691045105,-0.16254347817260278,1.0892995831156171e-17,2.681293053731808e-17,-0.19884567842140136,-0.12579583661375163,-0.17260407700602884,8.654605406451497e-20,3.14059340248834e-19,-0.20876698643458183,-0.13596979169758336,0.2780871591399774,2.6473907274361656e-50,1.2481072951341814e-49,0.24310864024334272,0.3123433960850223,2310003C23Rik
Jmy,-0.12767155249023082,2.0323637418699045e-11,1.0993240240114482e-10,-0.16439886984705204,-0.09059072645264248,-0.07039776236279732,0.0002311296998500893,0.0004478543482215935,-0.10762823728889898,-0.032970118925363605,-0.15805071032390636,8.555508405518143e-17,2.0503513546835494e-16,-0.19441270908332028,-0.12125494252301432,-0.1689674404250373,5.147856333889956e-19,1.7962843486606916e-18,-0.20518155857484666,-0.13229128794019843,0.266392265506182,4.171927594430452e-46,1.6838973249566655e-45,0.23118795650220345,0.3008998991370837,Jmy
Kpc1,-0.12772136168927922,1.9958933367174536e-11,1.0812916648370379e-10,-0.16444813579960393,-0.09064094554883953,-0.11459649032388049,1.8471066493445741e-09,6.176710316752059e-09,-0.15146007112165372,-0.07741458392024483,-0.1871100690090323,4.716532510123634e-23,1.3747258186179614e-22,-0.22305904848333802,-0.15065284278374533,-0.16780058327155142,9.04501869226305e-19,3.133971838052187e-18,-0.20403092632338352,-0.13111121125387312,0.2924697791964727,9.090505835698095e-56,4.93259994323807e-55,0.25778344274403975,0.32640322484210865,Kpc1
Eif2d,-0.1282592143812181,1.6406747209900846e-11,8.930549624821423e-11,-0.16498011070251908,-0.091183236429711,-0.12344981099011218,9.19142448817523e-11,3.5244006565214134e-10,-0.16022250692556664,-0.0863349280377541,-0.2255012356576793,4.42859332309363e-33,1.7729786030157908e-32,-0.26080960282251636,-0.189590381312511,-0.13367318913008266,2.1787964173626296e-12,5.38612208905332e-12,-0.17033373051635947,-0.09664311052816153,0.2898839432315446,9.247028525853825e-55,4.886905887093652e-54,0.2551438951535419,0.3238765298331121,Eif2d
Ugcg,-0.1282613726718078,1.639382199414779e-11,8.930549624821423e-11,-0.16498224536372977,-0.0911854125741239,-0.08305459165813005,1.3789786350012489e-05,3.068249690128504e-05,-0.12019480829163606,-0.045682210952905235,-0.12404975709490534,7.440306651734323e-11,1.4807669120608505e-10,-0.160816084605861,-0.086939631368862,-0.2359138695161653,3.681077168163816e-36,2.370036811069651e-35,-0.2710299052600604,-0.20017071278501358,0.30200876042199526,1.3986240614866286e-59,8.681028122644523e-59,0.2675250424461132,0.33571984675490274,Ugcg
Ndufb9,-0.12845152916901947,1.5293314850561192e-11,8.35082746033017e-11,-0.16517031864078252,-0.09137714347490541,-0.18132299098584512,1.021739422586479e-21,1.4104090989383755e-20,-0.21735916889058096,-0.14479319899912538,-0.4025633475615702,5.427030792830903e-110,3.7457366532118894e-108,-0.4335308589535212,-0.3706461481459103,-0.07612863685636168,6.799448966860784e-05,0.00010228813594000245,-0.11331971800734716,-0.038724515971772094,0.35752345092320975,5.7773358507662e-85,6.494327694134904e-84,0.3243591668565177,0.3898098843944533,Ndufb9
Ppm1l,-0.128493363493057,1.50610874814053e-11,8.237054342049081e-11,-0.16521169429916838,-0.09141932453573573,-0.07256966113239477,0.0001468651874332532,0.0002911153140908425,-0.10978549372705093,-0.035150640357212534,-0.14459421651633544,2.8688875060323413e-14,6.366900825284636e-14,-0.18112642827464262,-0.10766351170830359,-0.19913305058956748,5.669001825679644e-26,2.6545081818752306e-25,-0.2348930170783493,-0.16283477880889694,0.2827248772106573,4.985458386804032e-52,2.4232136468817907e-51,0.24783882496964632,0.31687866915198554,Ppm1l
Rcc2,-0.12866600573244433,1.413869939186026e-11,7.757178314993602e-11,-0.16538244234604155,-0.0915933990988189,-0.25844690035459894,2.2363423407976738e-43,2.0309519521296769e-41,-0.2931196564772468,-0.22309521794294343,-0.31946968328309355,5.793514884183955e-67,6.990706246614975e-66,-0.3527566759275167,-0.28537513537986764,-0.03464071700346623,0.0703444818004016,0.08316505881917985,-0.07206178601173543,0.0028777386642804942,0.29987432425870186,1.0284328481142113e-58,6.204758319654096e-58,0.26534465612034996,0.333635738204612,Rcc2
Pole3,-0.12872367705040896,1.384307447529802e-11,7.607078027747368e-11,-0.16543948041659182,-0.09165154939085082,-0.15489307079641015,3.513335640299417e-16,2.5365107311031984e-15,-0.19129620855316984,-0.11806439987553873,-0.3173121416449866,5.058470664551981e-66,5.9175533096165724e-65,-0.3506527313530638,-0.28316822481621406,-0.09115295339151304,1.812140353056149e-06,3.0431612449619316e-06,-0.12822917975883732,-0.05382228691333997,0.3157710883231634,2.3505036607074863e-65,1.725869815553518e-64,0.2815921304095499,0.3491497543885571,Pole3
1500012F01Rik,-0.1287583877990035,1.366807148119002e-11,7.522889103921333e-11,-0.16547380991292654,-0.09168654854238556,-0.09490154093449257,6.668328151924402e-07,1.6958290679654467e-06,-0.13194650037069788,-0.05759186379767963,-0.0911304736386057,1.8228263725889902e-06,3.106456203360299e-06,-0.12820688436637248,-0.053799684499300934,-0.12280317928623384,1.1529763919721081e-10,2.564696206824609e-10,-0.15958270943201286,-0.08568319953829791,0.20110600665519202,1.8005609316662317e-26,4.034893360506601e-26,0.1648348766799807,0.23683394436480998,1500012F01Rik
Hcfc1,-0.12884938352766798,1.3219507799825348e-11,7.287623229584229e-11,-0.16556380574993634,-0.09177830076661979,-0.1588236433544627,6.027217548122582e-17,4.684668414092574e-16,-0.1951754602104076,-0.12203604549226213,-0.3066835270717603,1.6629146306845227e-61,1.6349625044137572e-60,-0.34028323491709067,-0.27230168157053497,-0.11428024806334648,2.0476891412285885e-09,4.181405459396366e-09,-0.15114696807637915,-0.07709605765035403,0.3285551784222525,5.114292350086923e-71,4.468208329151891e-70,0.29467249373834287,0.3616127802828743,Hcfc1
Lmo2,-0.12898746437404204,1.2566227346443955e-11,6.949687591759309e-11,-0.16570036814961422,-0.09191753075433873,-0.18239711300840478,5.818638015871217e-22,8.195967262355743e-21,-0.21841729205423596,-0.1458805961163204,-0.20200137318309136,1.0655831647153578e-26,3.498884397176689e-26,-0.23771468153015984,-0.16574265911312866,-0.13809247846290174,3.938608061550711e-13,1.0281495023004163e-12,-0.1747021498982007,-0.10110151895139424,0.29532487388031065,6.813458801449883e-57,3.8170854421759e-56,0.2606984434909823,0.329192457123139,Lmo2
Tmem41a,-0.12900232909033052,1.2497813321347551e-11,6.922946030813867e-11,-0.16571506931772664,-0.09193251926471672,-0.11094974954267421,5.961897267440276e-09,1.884112405671831e-08,-0.14784908089234364,-0.07374196597712956,-0.17976677168112135,2.2954491442683985e-21,6.296975355222769e-21,-0.2158259789374674,-0.14321790286592026,-0.17476665959919738,2.9408685557975e-20,1.0889417796198684e-19,-0.21089865612741843,-0.13815775029956304,0.29317623065136866,4.802120512138927e-56,2.626326131123841e-55,0.2585046582933797,0.3270934346331941,Tmem41a
