,umap_1,umap_2,paul15_clusters,priming
W37687,-5.9082394,9.534071,16Neu,0.3668434378479451
W37689,-7.936855,8.127561,14Mo,0.37440915901359534
W37691,9.2041,3.8089428,3Ery,0.48575712732921555
W37692,8.912573,5.193435,2Ery,0.6115720740992162
W37693,8.736713,5.596207,1Ery,0.6125004703337448
W37694,-7.181107,7.376007,13Baso,0.33561677676251805
W37696,-8.181816,10.53502,15Mo,0.48575712732921555
W37698,-0.52352613,7.653165,8Mk,0.07596534331857427
W37699,9.173365,5.0750813,2Ery,0.6134542831236662
W37700,-7.738088,7.8981595,14Mo,0.4112974630073081
W37701,-7.115363,8.219511,14Mo,0.3631083552202848
W37702,-5.485135,8.053785,14Mo,0.2850983487098757
W37704,-4.817563,6.5432205,9GMP,0.14736804771583437
W37706,-7.2707686,8.139778,14Mo,0.3526285154364324
W37707,-4.546969,8.931039,14Mo,0.18002627522119327
W37708,7.686602,5.9724813,2Ery,0.605000059862579
W37709,0.29879177,4.688103,7MEP,0.6209450254183577
W37710,8.880049,4.8401475,2Ery,0.6140385013599764
W37711,-6.126807,11.000303,16Neu,0.4515991523623217
W37712,-6.1322775,5.9038944,10GMP,0.21706665457971186
W37713,2.8867414,5.188252,6Ery,0.21628090153275936
W37714,8.8863325,4.9442797,2Ery,0.6151504239940576
W37715,-6.0250807,8.903972,15Mo,0.324806893153365
W37716,-6.0161304,9.23686,14Mo,0.29466576180133924
W37717,-7.948643,10.777237,15Mo,0.48575712732921555
W37718,5.8808975,4.296012,3Ery,0.5715668805876462
W37719,-2.7038412,7.933982,12Baso,0.16786919727277327
W37720,8.80577,4.965591,2Ery,0.6119373277481044
W37721,-6.745907,6.319621,13Baso,0.28267157275532157
W37722,-6.573062,7.6908317,13Baso,0.32330856199300806
W37723,-0.19831768,4.948197,7MEP,0.48575712732921555
W37724,4.1296797,4.4513826,6Ery,0.39297940841230683
W37725,6.4789653,3.7128332,5Ery,0.5972123970413028
W37726,4.978049,6.819223,2Ery,0.4019139244626977
W37727,-2.9190133,4.1432953,19Lymph,0.48575712732921555
W37728,-6.3788757,8.982491,14Mo,0.30605645609241344
W37729,-1.0979123,5.3209534,12Baso,0.5927971264705169
W37730,7.724859,6.0685368,2Ery,0.6041415366752407
W37731,-7.27276,11.288477,16Neu,0.582692283046005
W37737,6.669811,4.0526896,4Ery,0.6028134261438276
W37738,3.0613413,5.2850647,6Ery,0.2300285079836044
W37739,-6.5454926,6.6106734,13Baso,0.26562567439944434
W37745,5.687705,4.735843,4Ery,0.5677831826885151
W37746,8.399932,4.91876,2Ery,0.6126582710730178
W37747,7.38669,5.426815,4Ery,0.6012786003896043
W37748,-3.957771,9.098424,15Mo,0.2003296652484159
W37753,9.65284,5.141886,1Ery,0.615508963438866
W37754,-8.341814,10.408089,15Mo,0.48575712732921555
W37756,-4.9033084,7.036444,13Baso,0.2055546944561057
W37758,-5.9095125,8.978225,15Mo,0.31413960440517696
W37759,4.7207274,6.776786,3Ery,0.2800798353454029
W37761,4.6807127,4.377063,6Ery,0.45500452882820136
W37762,-1.4644223,5.154567,12Baso,0.554454765174387
W37763,-1.857445,6.8180466,12Baso,0.2968313420555808
W37764,-3.9711823,7.924531,13Baso,0.1789792049470118
W37765,4.7396116,4.903797,5Ery,0.41374981688578133
W37766,-3.6810412,8.845631,16Neu,0.19204861247979632
W37769,6.1379933,4.18834,6Ery,0.5697806946191529
W37770,-7.235175,7.638071,13Baso,0.3388155276799862
W37771,9.140009,4.8594623,2Ery,0.6149293533141662
W37772,-8.319107,8.101047,14Mo,0.38447525246461256
W37776,4.060872,6.1277676,3Ery,0.3402556683829575
W37777,-6.3542895,8.484786,14Mo,0.32357366019094286
W37778,-0.53189796,6.646522,8Mk,0.2115575826467146
W37779,7.073089,7.7243047,2Ery,0.5848810501501339
W37780,-3.7634122,5.869789,9GMP,0.17579556167824031
W37781,5.3693457,4.2522945,4Ery,0.5487327678524114
W37782,6.627527,2.7989368,3Ery,0.6072464267269695
W37786,6.6129904,4.466238,3Ery,0.5970368758094171
W37788,-6.277511,8.300875,14Mo,0.3133607653510867
W37790,5.709136,7.187676,2Ery,0.5346310935943094
W37793,-5.1007,6.45956,10GMP,0.18998096724534969
W37794,-6.389792,11.473595,16Neu,0.5296761555875925
W37795,3.8361173,5.2522283,6Ery,0.3006424384874511
W37796,-7.729832,7.9568458,14Mo,0.3603621764010782
W37797,-6.526345,11.266693,16Neu,0.4828351363855702
W37798,6.672776,4.2939205,5Ery,0.6014767123237948
W37799,-2.5471199,6.18668,10GMP,0.2840823427097196
W37800,-6.1157417,8.888879,16Neu,0.3445543656988586
W37801,-1.5964875,7.0337887,12Baso,0.2258235585151523
W37802,-4.9132466,2.5738235,11DC,0.48575712732921555
W37803,-7.4205456,9.533786,15Mo,0.45964158616652884
W37804,6.7967296,6.164794,2Ery,0.5962748094506667
W37805,-7.4735427,7.1113405,13Baso,0.3554711173899225
W37806,-0.20795612,4.4232006,7MEP,0.6112188122741514
W37807,-6.247189,7.580002,13Baso,0.32056913555850275
W37809,-5.9962363,7.4129715,13Baso,0.2982011987560912
W37811,7.7158813,6.0227327,2Ery,0.5962062709529059
W37812,5.7810636,3.3907309,6Ery,0.5020742255796551
W37813,-7.228745,8.2039175,14Mo,0.3432249864751741
W37817,5.2809863,6.0756226,5Ery,0.5228714962644735
W37818,-6.1487627,11.066845,16Neu,0.44719879346983743
W37819,4.686742,5.4375863,5Ery,0.46359162596537223
W37820,4.2890153,4.6918993,6Ery,0.40244618353508155
W37821,-1.669867,4.985404,18Eos,0.6616712303858128
W37822,-7.4334264,7.767468,14Mo,0.3517458113112196
W37825,-7.8184695,7.7843256,14Mo,0.37143450170122605
W37826,-8.1675415,7.1976695,13Baso,0.37321837968897625
W37828,-7.9223337,11.122315,15Mo,0.48575712732921555
W37830,1.6596082,4.1708894,2Ery,0.2370006096021243
W37833,9.334539,4.4187646,2Ery,0.6214411257571302
W37835,-6.6463647,6.1309853,13Baso,0.2708642361679009
W37838,1.6201046,4.276744,3Ery,0.2640936227479191
W37841,8.220014,5.564866,2Ery,0.6083773367487905
W37842,-6.559307,8.8442135,15Mo,0.3321643427912258
W37843,-2.6547146,7.268367,12Baso,0.14114511460847864
W37844,2.6735425,5.2731175,7MEP,0.12762141891341403
W37847,0.9192163,3.9926102,3Ery,0.3579611959859458
W37848,1.3098977,4.0958476,4Ery,0.28774224714893276
W37849,-8.054125,10.429925,15Mo,0.7211359277189762
W37850,-7.8433743,7.7641945,14Mo,0.3931750343920784
W37851,7.761035,4.1726966,4Ery,0.6152914333332704
W37852,8.062892,5.135717,4Ery,0.6010528530687987
W37853,-6.39592,7.81647,13Baso,0.28972964430518094
W37854,-1.3277861,5.550232,9GMP,0.5564267490451934
W37857,-1.3565562,5.153868,12Baso,0.5795606882010662
W37858,8.508414,5.1248045,2Ery,0.6089566790783665
W37859,5.7448115,4.4476376,4Ery,0.5632591050405668
W37860,-1.1902608,7.234888,9GMP,0.08068413930849395
W37861,-6.968142,11.638089,16Neu,0.5893233763310464
W37863,-4.67101,9.930347,16Neu,0.2503124915445976
W37864,6.7084846,6.5617766,2Ery,0.5947867876290804
W37865,8.859036,5.41088,2Ery,0.6114499290774794
W37866,-7.226464,11.4094,16Neu,0.5804139567156155
W37867,1.2233135,5.4183025,7MEP,0.31862685509699507
W37868,-5.7739396,8.393779,14Mo,0.27953853457114025
W37870,-2.208226,6.013512,14Mo,0.3274331130793549
W37872,-7.3328743,8.559271,14Mo,0.24182758519032932
W37873,5.7796617,5.4778175,5Ery,0.5498044621368046
W37874,6.2606654,4.8716526,5Ery,0.5888989334248633
W37875,8.58916,4.7960844,3Ery,0.6138210979910849
W37876,7.866701,3.993032,3Ery,0.615137202539924
W37878,6.8516655,7.211036,2Ery,0.5902498322771842
W37879,-4.637963,9.67092,18Eos,0.22371515111617887
W37880,-7.0833254,7.9037933,14Mo,0.3491159632819587
W37881,8.373379,4.562917,3Ery,0.612696992348788
W37882,-7.689686,8.331741,14Mo,0.3615073881299241
W37883,-5.7268195,9.677655,14Mo,0.30092364974653335
W37885,-1.3125672,5.0232987,12Baso,0.5633002551037201
W37886,-6.2009068,8.834896,14Mo,0.32894008988034734
W37887,7.2557464,3.72185,4Ery,0.611144045786433
W37888,8.783972,3.014097,3Ery,0.48575712732921555
W37889,-8.112368,8.140908,14Mo,0.37732122074575647
W37890,0.4343115,5.0378184,7MEP,0.5298659367063722
W37891,1.6116147,5.199464,5Ery,0.32862688449952254
W37892,-2.7526932,7.683737,12Baso,0.0713379737208616
W37893,7.9224267,4.568148,2Ery,0.6107269266209324
W37894,-4.841522,8.481214,15Mo,0.2633615685702512
W37895,-5.3607745,10.038272,14Mo,0.3528253885201304
W37896,8.569332,4.213562,3Ery,0.6147493853470599
W37898,-5.121057,9.431838,14Mo,0.30205004001172675
W37899,7.8234377,6.289487,2Ery,0.6024504049225592
W37900,7.4852247,4.3619814,3Ery,0.6104846500261818
W37901,7.9565606,6.4252133,2Ery,0.6050441218329681
W37902,-6.5941935,11.621026,16Neu,0.5293096517959265
W37903,1.0625161,5.1322937,7MEP,0.3482386580295459
W37904,8.571057,5.9956975,2Ery,0.6076314577254516
W37906,-4.4159393,6.018359,10GMP,0.13716683042055158
W37907,-1.4115849,5.0382586,7MEP,0.5610637666380389
W37908,1.977607,4.6444106,5Ery,0.2248409000039055
W37909,1.5853755,4.811388,5Ery,0.2782827517319482
W37910,-5.761381,6.53964,13Baso,0.19825661023797336
W37913,0.9900911,4.7350903,6Ery,0.38939732005335836
W37914,0.35203227,4.58582,7MEP,0.5159930111609072
W37915,7.596453,3.501368,3Ery,0.6176489285804717
W37916,-1.1825453,5.726486,10GMP,0.47246037180264255
W37917,6.5470066,5.1733603,5Ery,0.5943776000003727
W37918,5.5114107,4.7835927,5Ery,0.5397378453268245
W37919,7.5912075,7.339872,1Ery,0.5980170689768475
W37921,-7.7760744,6.824367,13Baso,0.40090809963482005
W37922,-6.6610303,9.550965,15Mo,0.41840047903877153
W37923,4.7377,4.7679577,3Ery,0.4443660224423992
W37924,2.280758,5.2152724,6Ery,0.2136412711868834
W37929,-8.007459,8.928285,14Mo,0.42297022991509947
W37930,-4.9788337,2.6061041,11DC,0.48575712732921555
W37935,6.4456277,5.164877,3Ery,0.5612075734340162
W37937,7.03868,3.9819794,3Ery,0.6085584745809018
W37938,8.9263935,4.63718,3Ery,0.617529311728402
W37939,-6.9487343,11.122153,16Neu,0.5543009312963341
W37940,5.4386983,4.2226543,3Ery,0.5478617781351357
W37941,-6.232636,5.85885,9GMP,0.21257589257975326
W37942,-4.7244763,9.049709,14Mo,0.27105868171236797
W37943,-1.2333521,5.222149,12Baso,0.5158466619561073
W37945,-1.4453744,5.8190184,9GMP,0.3266977773800078
W37946,-6.825216,8.041737,14Mo,0.32426374528593765
W37948,-7.1835833,8.735011,14Mo,0.3760786955451505
W37951,-0.62831336,6.001675,8Mk,0.4223829906507935
W37952,4.570858,6.498145,5Ery,0.3347785219301579
W37953,-5.1515574,9.907285,15Mo,0.3108313589613323
W37954,-6.4645214,9.17941,15Mo,0.3421644376907434
W37955,9.210391,4.8472786,3Ery,0.6175374727976649
W37956,-6.6457253,10.705396,16Neu,0.5167289930107591
W37957,-4.1708255,8.995504,15Mo,0.21261773769678433
W37959,5.829625,6.33504,4Ery,0.557079041054549
W37960,5.425532,6.181367,3Ery,0.49569683550426874
W37961,-0.4428784,7.1888227,8Mk,0.15344347545171633
W37962,-7.726574,9.548381,15Mo,0.507492792701019
W37963,-5.9406953,9.499446,14Mo,0.35918796386416446
W37964,4.3787723,6.0799675,5Ery,0.3956630651815625
W37965,3.9779255,5.799178,3Ery,0.33040037945168277
W37967,1.2119339,3.9975786,4Ery,0.28282725461178043
W37969,7.007004,6.065518,2Ery,0.5991890454066842
W37970,-0.747696,6.843695,8Mk,0.14395626413108076
W37971,0.23563367,5.3631454,7MEP,0.5384168299271936
W37972,-5.798903,6.1568184,10GMP,0.21392096812394407
W37974,-5.628901,10.333202,15Mo,0.336020756598346
W37975,-8.064664,8.279493,14Mo,0.3835451060096645
W37977,-4.4935684,7.947298,13Baso,0.2198998944625489
W37978,8.426944,4.481731,3Ery,0.6137072801879172
W37979,-0.21058923,5.197772,7MEP,0.5964744111346589
W37980,8.404277,6.466417,2Ery,0.6056142335959259
W37982,-8.413895,7.7240076,13Baso,0.3904935286780173
W37983,1.1990602,3.9361844,2Ery,0.3060312488961603
W37984,-5.2616687,6.117071,10GMP,0.1951025837174617
W37985,9.260151,5.93009,2Ery,0.611731343364512
W37986,8.889812,5.8161163,2Ery,0.6089518244849423
W37988,8.436925,5.767849,2Ery,0.6074072771119936
W37989,-2.3750184,7.3872447,12Baso,0.19866252182871183
W37990,-7.4581146,8.390516,14Mo,0.3601067846409645
W37991,9.398895,5.517918,1Ery,0.6132059190375491
W37992,-3.7976017,7.6316357,14Mo,0.1821022723990517
W37993,-4.63025,9.290778,14Mo,0.19863722353201943
W37994,9.383659,5.347708,2Ery,0.6140987767065483
W37995,-7.216211,9.220328,14Mo,0.4141281089004131
W37996,-6.7547636,11.676389,16Neu,0.5457864157806849
W37997,-6.8397593,7.8946357,14Mo,0.34248401419844954
W38000,-0.5419824,6.3280964,8Mk,0.348497326142772
W38001,-5.4794445,9.445777,16Neu,0.3235949105409713
W38002,-6.3971267,11.252479,16Neu,0.47084876320889335
W38003,7.7454176,7.0257626,2Ery,0.5973939200260097
W38004,-0.89663345,7.194919,8Mk,0.15437280483639185
W38005,6.923088,3.9920042,5Ery,0.6036114958771637
W38006,4.1626964,4.4212613,6Ery,0.38719240425286017
W38007,-2.631834,3.6885335,19Lymph,0.48575712732921555
W38008,-4.3651834,9.178222,15Mo,0.2300426438613164
W38009,-3.7357116,7.5018625,13Baso,0.205255873391381
W38010,5.0336943,4.7479315,5Ery,0.5014747713364494
W38011,-7.86502,8.520437,14Mo,0.373215968788626
W38012,6.3149853,5.0393314,5Ery,0.5947145911021466
W38013,3.4401753,5.2444277,6Ery,0.24503325467548812
W38014,-6.5654225,11.32451,16Neu,0.4907137766700436
W38017,8.591359,2.8459244,3Ery,0.48575712732921555
W38018,-8.688749,9.696852,15Mo,0.6828949130799066
W38019,1.3150085,5.15425,7MEP,0.34432653530093643
W38020,0.7744259,5.4472513,7MEP,0.37494728505331126
W38021,-8.96809,7.803288,10GMP,0.37857663375993744
W38022,-8.701376,7.8398137,14Mo,0.43024137881332014
W38023,8.698633,3.5174232,3Ery,0.6284553236016377
W38025,6.619536,4.235267,4Ery,0.604895153727149
W38026,-8.230278,7.1531835,13Baso,0.3811679631275137
W38027,-8.04009,9.214622,15Mo,0.5308353069537959
W38028,-5.250106,2.7404637,11DC,0.48575712732921555
W38030,-2.306458,7.039063,17Neu,0.3181182971562731
W38031,5.780144,4.300864,4Ery,0.5617283149008607
W38032,5.4014482,3.658836,6Ery,0.5386364241594422
W38033,8.920175,4.3196526,3Ery,0.6218680816084091
W38034,8.43753,2.798611,3Ery,0.48575712732921555
W38035,-0.09063429,4.5861793,7MEP,0.6590567834379639
W38036,-0.66450465,7.39216,8Mk,0.07854768253248294
W38037,3.373883,4.335761,6Ery,0.24682587932712524
W38038,-1.1120834,4.4782057,11DC,0.6011587180493015
W38039,-7.8700666,10.769179,16Neu,0.48575712732921555
W38040,7.965906,2.7734313,3Ery,0.631849910126968
W38041,-8.545545,7.0970263,14Mo,0.4171085993399695
W38042,7.187008,4.0222726,4Ery,0.6111173719698945
W38043,7.9373803,3.4372728,4Ery,0.6248632756748319
W38044,-5.146983,2.6851776,11DC,0.48575712732921555
W38045,3.4264874,4.7439284,3Ery,0.2564171051134982
W38046,-8.882184,7.702341,14Mo,0.4183135069319818
W38047,-8.138338,8.30765,15Mo,0.4167982495935112
W38048,8.591765,2.8012586,3Ery,0.48575712732921555
W38049,-5.572243,5.950609,10GMP,0.2387328170737215
W38050,4.1356463,3.925998,6Ery,0.3365383667887755
W38051,7.3105183,5.8672543,2Ery,0.60219629821987
W38052,-7.225565,10.767605,16Neu,0.5446876747871177
W38053,-6.976084,9.9555435,15Mo,0.4515744757464109
W38054,0.36811754,5.9267206,7MEP,0.4593450673772266
W38055,8.120849,2.806261,3Ery,0.48575712732921555
W38056,-4.2737927,6.812807,10GMP,0.11253634438379466
W38057,8.124022,2.6667066,3Ery,0.48575712732921555
W38058,-7.037407,7.4600286,14Mo,0.3483086621639226
W38059,-0.13081048,4.896678,7MEP,0.48575712732921555
W38060,5.618879,4.870556,6Ery,0.544224346177422
W38061,-5.3893566,6.079801,10GMP,0.19140035090694302
W38062,-4.4692984,5.9569116,10GMP,0.14119907520265224
W38063,8.878695,3.5916119,3Ery,0.6276221450023459
W38064,-0.492831,4.59463,7MEP,0.6540064027048915
W38065,9.046087,4.228485,2Ery,0.624805829896141
W38066,7.3679447,4.7403903,4Ery,0.6074957570668843
W38067,0.59543306,4.8015156,7MEP,0.5694154524517328
W38068,-5.009715,6.7725015,13Baso,0.20835728799534547
W38069,4.394344,4.188095,6Ery,0.44132051485242013
W38070,-5.769968,9.578837,15Mo,0.36388873025131085
W38071,-0.16843258,6.3897786,8Mk,0.2720780177836951
W38072,-5.772083,6.0918436,10GMP,0.20280356081356163
W38073,6.604368,2.923482,4Ery,0.6140814735625608
W38074,7.5561247,4.2719746,4Ery,0.6149546090384093
W38075,7.291518,2.809755,3Ery,0.626781318904457
W38076,3.2254996,4.720305,7MEP,0.23157201307952122
W38077,8.393999,6.6312885,2Ery,0.6055732964700667
W38078,-7.273866,11.111779,16Neu,0.5607605195127373
W38079,6.475509,4.702332,3Ery,0.5929841431785243
W38080,7.1900883,2.7164745,3Ery,0.6261755859727843
W38081,5.4016514,3.867153,6Ery,0.5231787128037477
W38082,2.6830597,4.7851114,6Ery,0.18625768511108057
W38083,0.31558123,4.2585683,7MEP,0.5460978163586945
W38084,6.5952163,3.7450159,4Ery,0.5866986520763736
W38085,-7.808455,10.452846,16Neu,0.647080515163779
W38086,8.295014,5.188026,2Ery,0.6126184408635185
W38087,-6.435441,6.2456074,13Baso,0.2693676967098171
W38088,-3.6494129,6.2575336,10GMP,0.1683595282359094
W38090,7.7014074,4.3857346,3Ery,0.6138802444274726
W38091,7.9959893,2.8454328,3Ery,0.48575712732921555
W38092,-3.9846625,6.6012197,10GMP,0.1149904047838819
W38093,3.0476193,4.7701674,6Ery,0.2103524218100712
W38094,-5.378119,7.111691,14Mo,0.2293300186663252
W38095,-8.651726,9.748189,15Mo,0.6611117060885988
W38096,0.5512371,5.5617704,7MEP,0.5268557897484186
W38097,-4.497599,7.318918,13Baso,0.19173445971398972
W38098,-6.714777,7.634443,14Mo,0.3334155806248559
W38100,-7.321424,7.441836,14Mo,0.36051700565531614
W38101,-6.1545796,7.7372665,14Mo,0.31195959540123674
W38102,7.608502,5.5824447,2Ery,0.6034379481477007
W38103,-5.533352,10.284297,16Neu,0.38468399342557585
W38104,0.74274075,4.8933587,7MEP,0.4909618219700552
W38105,-7.5835857,8.572199,14Mo,0.3995689894526711
W38106,-6.5247912,6.087498,10GMP,0.2741043088640478
W38107,-8.34061,7.6925864,14Mo,0.4004365177053562
W38108,2.8662994,4.626576,6Ery,0.21215543797210168
W38109,-8.922946,8.108847,14Mo,0.4351396091689687
W38110,-6.517239,11.264512,16Neu,0.497274895158993
W38111,7.772987,4.6887093,2Ery,0.6149956836679836
W38112,-5.5776987,6.161588,10GMP,0.21235332833525472
W38113,-5.260207,10.665071,16Neu,0.3813279629996768
W38114,-3.2782085,7.7065964,14Mo,0.18135949873197843
W38115,-6.965807,6.948693,14Mo,0.3263218053508137
W38116,4.8944993,5.019065,5Ery,0.48337737352816906
W38117,-2.4205823,7.678276,12Baso,0.14737233973626798
W38118,7.308365,4.501156,4Ery,0.6093646990131324
W38119,9.007229,3.5615165,3Ery,0.48575712732921555
W38121,-6.5744243,6.2017655,13Baso,0.24064444041312028
W38123,8.091253,5.395855,2Ery,0.6086702977477225
W38124,6.399611,5.076629,4Ery,0.5974206453470783
W38125,5.1118784,4.6933823,4Ery,0.5213319987234797
W38126,5.9271154,6.2725596,3Ery,0.5705740782177463
W38127,5.8611054,3.9167745,3Ery,0.5868955099286132
W38128,-6.8296113,6.529938,13Baso,0.2789858051035774
W38129,-1.0608175,4.596516,12Baso,0.6427937424569138
W38130,-6.7173905,8.198007,14Mo,0.3259964487917811
W38131,-6.880278,11.430869,16Neu,0.5169145079424438
W38132,5.1689415,4.643617,3Ery,0.47550526905587537
W38133,4.8365326,4.934881,5Ery,0.48653968837958345
W38134,1.7814733,5.376075,6Ery,0.25842700477342107
W38135,-0.62583315,4.2966037,7MEP,0.549999017412238
W38136,7.2580366,3.4293017,4Ery,0.6183701438554478
W38137,6.3295074,4.1269584,4Ery,0.6021267272495855
W38138,7.0196266,4.96513,5Ery,0.5982028959574606
W38140,-6.159203,8.222714,14Mo,0.31692311542906704
W38141,-5.2178073,7.645584,14Mo,0.2629469347344568
W38142,7.3765926,6.99253,2Ery,0.5985247012353224
W38143,0.45218953,5.32203,12Baso,0.4837836121116245
W38144,8.5975065,3.2947834,3Ery,0.48575712732921555
W38145,5.9448624,6.1958804,5Ery,0.5731255200234412
W38146,7.1306386,6.3222594,2Ery,0.5895372260807531
W38147,7.629021,7.1773324,2Ery,0.5998502159799456
W38148,-5.516396,11.27882,16Neu,0.4428035761830542
W38149,-0.38872692,5.1941037,7MEP,0.6678652545236798
W38150,4.953628,6.157236,5Ery,0.4858406911186328
W38151,7.416503,7.026534,2Ery,0.5914747366660023
W38152,-0.3323023,4.233749,7MEP,0.6497781019465642
W38153,4.7169704,4.085706,3Ery,0.4533413015457525
W38154,5.2340007,5.3495283,4Ery,0.5311510825577914
W38155,7.859747,5.5105247,2Ery,0.6073348761802273
W38156,4.7572722,5.0497437,5Ery,0.43682070385090915
W38157,-3.1767685,6.457409,10GMP,0.22194900608446302
W38158,8.230895,6.8586197,1Ery,0.6047519658842421
W38159,-1.4313287,4.9508715,10GMP,0.5051498536413854
W38160,-4.7935023,2.4761913,11DC,0.48575712732921555
W38161,-6.916947,8.250994,16Neu,0.35246624002350385
W38162,6.6396117,4.8746724,2Ery,0.5972973279096023
W38163,7.9722137,5.6817317,2Ery,0.6063676934920866
W38164,7.477851,7.4407663,2Ery,0.5979711411795939
W38165,4.5797343,6.452774,5Ery,0.43118309928815346
W38166,4.983386,5.476666,5Ery,0.5206783835170565
W38167,-6.3715086,7.9776435,14Mo,0.3311553842931074
W38168,-7.804369,8.20355,14Mo,0.3815963443361187
W38169,-7.9364314,10.65135,16Neu,0.48575712732921555
W38170,-0.54839635,6.061299,10GMP,0.36682480952999236
W38171,-7.367508,7.750514,14Mo,0.34703366048191797
W38172,-7.1678987,8.426314,14Mo,0.36005607802443323
W38173,6.5586514,5.864445,4Ery,0.5815689505877059
W38175,9.000127,5.1946306,2Ery,0.6150473635393965
W38176,5.255651,3.715998,6Ery,0.5079412060200725
W38177,8.000186,6.6059227,2Ery,0.6038847747408688
W38178,-2.7817514,3.6425078,19Lymph,0.48575712732921555
W38180,-6.921359,10.713178,16Neu,0.5064999115991365
W38181,7.4893613,7.354407,1Ery,0.5973184535441075
W38182,-4.9346876,7.387418,13Baso,0.23583708897433156
W38183,8.049234,4.711622,3Ery,0.6125652999991811
W38184,-8.3024645,9.341271,15Mo,0.5411052825747354
W38185,6.823252,4.610125,3Ery,0.601449175090019
W38186,6.0507083,5.1081033,5Ery,0.5849674033553613
W38187,7.9981194,5.647473,2Ery,0.6078858586753267
W38188,7.238328,7.2964773,2Ery,0.5931631124465565
W38189,-6.322563,11.482941,16Neu,0.4894012306590595
W38190,6.4442997,4.408589,4Ery,0.5947341516080682
W38191,-2.3600287,7.3535886,12Baso,0.2648059669319371
W38192,7.773788,5.3174663,3Ery,0.6078250221785171
W38193,-0.19875735,6.6712866,12Baso,0.18340637887376057
W38194,-7.7400413,8.8196335,14Mo,0.4115409196866897
W38195,-6.8043504,10.227192,15Mo,0.45031573261884433
W38196,-6.271753,7.7586303,14Mo,0.30496887656577915
W38197,-3.935403,6.1169744,10GMP,0.15658756052814277
W38198,4.0606694,4.7793317,6Ery,0.3743793300772699
W38199,-3.1147077,7.3900757,12Baso,0.11106526983648327
W38200,7.8514233,5.1634197,2Ery,0.610707102406226
W38201,7.8195963,4.052161,3Ery,0.6172140144300184
W38202,5.730315,5.2274575,4Ery,0.5655593016367053
W38203,-0.013484624,5.1464443,7MEP,0.6972842415574666
W38204,7.3418274,4.879733,4Ery,0.6080323891554416
W38205,-8.569793,9.096493,15Mo,0.5205210494331572
W38206,8.560809,5.047326,2Ery,0.6133849017100332
W38207,-1.5444617,4.7508965,7MEP,0.8012309960205829
W38208,-6.839952,9.927226,14Mo,0.43378820626159387
W38209,7.4856753,2.9887755,3Ery,0.6250173904645554
W38210,-8.410934,7.38621,13Baso,0.39745821298086537
W38211,8.891509,3.762023,3Ery,0.6257108604913492
W38212,-7.1761236,10.329707,15Mo,0.5274904846782912
W38213,-8.320674,9.94217,15Mo,0.6934107848846466
W38214,-9.210306,7.497861,13Baso,0.41781699707433656
W38215,-8.320082,7.8045115,14Mo,0.3686398489195365
W38217,9.471977,4.335271,4Ery,0.622677715647656
W38218,-8.603419,7.505264,14Mo,0.41090755171324644
W38219,1.8517754,5.504558,6Ery,0.23835525276841776
W38220,7.245825,2.8306155,3Ery,0.6255620651040806
W38221,-7.51201,7.03775,14Mo,0.35881946293749617
W38222,1.0550274,6.172865,8Mk,0.1328766543425658
W38223,-0.54524255,6.076736,8Mk,0.38543658148718063
W38224,0.342488,4.7500505,7MEP,0.5757351346155924
W38225,-8.639525,10.19498,15Mo,0.48575712732921555
W38226,-6.698164,10.470743,15Mo,0.4277946556797917
W38227,-6.7316246,6.298154,13Baso,0.28117452652022606
W38228,-8.374807,10.868636,16Neu,0.48575712732921555
W38229,2.1394162,5.1272783,6Ery,0.24970541489820985
W38230,9.191253,4.16319,3Ery,0.6256349516146472
W38231,8.679114,5.21469,2Ery,0.6147647117827268
W38232,-8.263069,8.447943,13Baso,0.34812859148436287
W38233,8.185321,4.084219,3Ery,0.6195290001429934
W38234,7.854902,3.0496795,3Ery,0.6280004821554034
W38235,-8.801679,7.221926,13Baso,0.40955924729062054
W38236,-5.3670483,2.9626734,11DC,0.48575712732921555
W38237,-4.6304035,6.2252192,10GMP,0.16102855832109728
W38238,7.3537464,3.5863264,4Ery,0.6160389850747723
W38239,8.314831,6.482144,2Ery,0.6060993439178268
W38240,1.8727411,5.748033,7MEP,0.18762432726050704
W38241,-0.2943302,5.160822,7MEP,0.48575712732921555
W38242,5.3948927,4.425219,6Ery,0.4985758157909875
W38243,7.135402,4.3362226,3Ery,0.6100515574905333
W38244,-6.395087,10.458719,16Neu,0.43530199903213934
W38245,0.03273824,4.8288665,7MEP,0.6169048382412754
W38246,-7.5429096,9.046365,14Mo,0.39238309562464746
W38247,6.7067494,2.6798544,3Ery,0.611443806026399
W38248,5.616823,4.7573643,6Ery,0.5474752605703898
W38249,-4.566721,5.8352885,9GMP,0.1334857392414319
W38250,-2.28948,7.206335,12Baso,0.18305754250555817
W38251,8.340115,3.5679152,3Ery,0.625911491317543
W38252,-7.7638845,7.0632286,14Mo,0.36807991247313937
W38253,-4.484611,6.3251834,10GMP,0.134554591715903
W38254,6.0090227,4.5561576,4Ery,0.5892517167002369
W38255,1.5386528,5.4581547,7MEP,0.30195695783916987
W38256,3.8575406,4.6437697,6Ery,0.2657689382291493
W38257,-6.512558,6.984726,14Mo,0.30869060561043205
W38258,-7.463398,6.956718,14Mo,0.3577070464502813
W38259,7.210509,4.948631,4Ery,0.6071631504032738
W38260,8.429059,5.1287694,3Ery,0.6132483500621007
